Question,URL,Answer,keywords
"Someone in my household has covid, what should I do?",/questions/404,"If a household member has tested positive for COVID-19, they will be put on the Home Recovery Programme by default. They will need to register you and your household members as close contacts.
Your household members will receive a Health Risk Warning (HRW) vis SMS. 
Click here to find out what to do when you are on HRW. https://www.covid.gov.sg/exposed/hrw",covid
Where can I find a Swab and Send Home (SASH) Clinic?,/questions/485,Please visit this page  to find SASH clinics. https://flu.gowhere.gov.sg/,sash
Which are the sash clinics?,/questions/485,Please visit this page  to find SASH clinics. https://flu.gowhere.gov.sg/,sash
nearest sash clinic,/questions/485,Please visit this page  to find SASH clinics. https://flu.gowhere.gov.sg/,sash
Flu go where?,/questions/485,Please visit this page  to find SASH clinics. https://flu.gowhere.gov.sg/,flu
sash clinic near me,/questions/485,Please visit this page  to find SASH clinics. https://flu.gowhere.gov.sg/,sash
where is the nearest swab clinic?,/questions/485,Please visit this page  to find SASH clinics. https://flu.gowhere.gov.sg/,"swab, clinic"
"I've been to an affected area, but didn't receive a Health Risk Warning (HRW) notification. Should I be concerned?",/questions/393,"Although you have been to the affected location, it does not necessarily mean that you are at risk of infection as the period of your visit may not have overlapped with that of the COVID-19 case(s).
Nonetheless, we would advise you to monitor your health closely for 7 days from your last visit to the location.","health risk warning, hrw"
Will I receive a HRW if I've been to the same place as confirmed covid cases?,/questions/393,"Although you have been to the affected location, it does not necessarily mean that you are at risk of infection as the period of your visit may not have overlapped with that of the COVID-19 case(s).
Nonetheless, we would advise you to monitor your health closely for 7 days from your last visit to the location.","hrw, covid"
Should I be worried if I've been to places visited by covid patients?,/questions/393,"Although you have been to the affected location, it does not necessarily mean that you are at risk of infection as the period of your visit may not have overlapped with that of the COVID-19 case(s).
Nonetheless, we would advise you to monitor your health closely for 7 days from your last visit to the location.",covid
Will I get infected when travelling on public transport?,/questions/393,"Although you have been to the affected location, it does not necessarily mean that you are at risk of infection as the period of your visit may not have overlapped with that of the COVID-19 case(s).
Nonetheless, we would advise you to monitor your health closely for 7 days from your last visit to the location.",transport
I just visited the same shopping mall which has confirmed cases,/questions/393,"Although you have been to the affected location, it does not necessarily mean that you are at risk of infection as the period of your visit may not have overlapped with that of the COVID-19 case(s).
Nonetheless, we would advise you to monitor your health closely for 7 days from your last visit to the location.",confirmed cases
What is the chance of getting covid if I have been to affected locations?,/questions/393,"Although you have been to the affected location, it does not necessarily mean that you are at risk of infection as the period of your visit may not have overlapped with that of the COVID-19 case(s).
Nonetheless, we would advise you to monitor your health closely for 7 days from your last visit to the location.",covid
"I've been to an affected area quite some time back, but didn't receive a Health Risk Warning (HRW) notification. Should I be concerned?",/questions/393,"Although you have been to the affected location, it does not necessarily mean that you are at risk of infection as the period of your visit may not have overlapped with that of the COVID-19 case(s).
Nonetheless, we would advise you to monitor your health closely for 7 days from your last visit to the location.","health risk warning, hrw"
How do I know if I am eligible for Home Recovery?,/questions/403,"Click here  to find out if you are eligible for Home Recovery. https://www.covid.gov.sg/covid-positive/filter
For more info on HRP, click here .  https://www.covid.gov.sg/covid-positive/home-recovery",home recovery
Do I need to do Home recovery?,/questions/403,"Click here  to find out if you are eligible for Home Recovery. https://www.covid.gov.sg/covid-positive/filter
For more info on HRP, click here .  https://www.covid.gov.sg/covid-positive/home-recovery",home recovery
criteria for home recovery,/questions/403,"Click here  to find out if you are eligible for Home Recovery. https://www.covid.gov.sg/covid-positive/filter
For more info on HRP, click here .  https://www.covid.gov.sg/covid-positive/home-recovery",home recovery
can elderly opt for home recovery?,/questions/403,"Click here  to find out if you are eligible for Home Recovery. https://www.covid.gov.sg/covid-positive/filter
For more info on HRP, click here .  https://www.covid.gov.sg/covid-positive/home-recovery",home recovery
can young kids opt for home recovery?,/questions/403,"Click here  to find out if you are eligible for Home Recovery. https://www.covid.gov.sg/covid-positive/filter
For more info on HRP, click here .  https://www.covid.gov.sg/covid-positive/home-recovery",home recovery
can pregnant woman opt for home recovery?,/questions/403,"Click here  to find out if you are eligible for Home Recovery. https://www.covid.gov.sg/covid-positive/filter
For more info on HRP, click here .  https://www.covid.gov.sg/covid-positive/home-recovery",home recovery
can unvaccinated person opt for home recovery?,/questions/403,"Click here  to find out if you are eligible for Home Recovery. https://www.covid.gov.sg/covid-positive/filter
For more info on HRP, click here .  https://www.covid.gov.sg/covid-positive/home-recovery",home recovery
who I s eligible for home recovery?,/questions/403,"Click here  to find out if you are eligible for Home Recovery. https://www.covid.gov.sg/covid-positive/filter
For more info on HRP, click here .  https://www.covid.gov.sg/covid-positive/home-recovery",home recovery
I have tested positive for COVID-19. What should I do?,/questions/487,"Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end your isolation and resume normal activities.
If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor .
Click here for more information on what to do when you are well but have tested positive for COVID-19. https://www.covid.gov.sg/well-but-positive","covid, tested positive"
What do I need to do after testing positive for COVID?,/questions/487,"Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end your isolation and resume normal activities.
If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor .
Click here for more information on what to do when you are well but have tested positive for COVID-19. https://www.covid.gov.sg/well-but-positive",covid
I am well but I have tested positive for COVID-19. What should I do?,/questions/487,"Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end your isolation and resume normal activities.
If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor .
Click here for more information on what to do when you are well but have tested positive for COVID-19. https://www.covid.gov.sg/well-but-positive","tested positive, covid"
My ART results showed that I'm covid positive. But I am feeling well.,/questions/487,"Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end your isolation and resume normal activities.
If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor .
Click here for more information on what to do when you are well but have tested positive for COVID-19. https://www.covid.gov.sg/well-but-positive","art, covid"
My ART results showed that I'm covid positive. But I do not have any symptoms.,/questions/487,"Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end your isolation and resume normal activities.
If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor .
Click here for more information on what to do when you are well but have tested positive for COVID-19. https://www.covid.gov.sg/well-but-positive","art, covid, symptom"
My ART results showed that I'm covid positive. But I am asymptomatic.,/questions/487,"Self-isolate at home for the next 72 hours.
Thereafter, take another test:
If you test negative: You may end your isolation and resume normal activities.
If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor .
Click here for more information on what to do when you are well but have tested positive for COVID-19. https://www.covid.gov.sg/well-but-positive","art, covid, asympotatic"
How can I tell if the Health Risk Warning (HRW) notification is not a scam?,/questions/394,"If you are placed on Health Risk Warning (HRW), you will receive an SMS on the mobile number registered to your TraceTogether App or Token.
The SMS notification should indicate the last 4 digits of your identification number.
You will receive the SMS on the mobile phone number registered to your TraceTogether App or Token.","health risk warning, hrw, scam"
Is the Health Risk Warning sms legit?,/questions/394,"If you are placed on Health Risk Warning (HRW), you will receive an SMS on the mobile number registered to your TraceTogether App or Token.
The SMS notification should indicate the last 4 digits of your identification number.
You will receive the SMS on the mobile phone number registered to your TraceTogether App or Token.",health risk warning
How I know if MOH SMS is spam,/questions/394,"If you are placed on Health Risk Warning (HRW), you will receive an SMS on the mobile number registered to your TraceTogether App or Token.
The SMS notification should indicate the last 4 digits of your identification number.
You will receive the SMS on the mobile phone number registered to your TraceTogether App or Token.","MOH, spam"
Authenticity of Health Risk Warning (HRW) SMS,/questions/394,"If you are placed on Health Risk Warning (HRW), you will receive an SMS on the mobile number registered to your TraceTogether App or Token.
The SMS notification should indicate the last 4 digits of your identification number.
You will receive the SMS on the mobile phone number registered to your TraceTogether App or Token.","health risk warning, hrw"
Is the Health Risk Warning (HRW) SMS true?,/questions/394,"If you are placed on Health Risk Warning (HRW), you will receive an SMS on the mobile number registered to your TraceTogether App or Token.
The SMS notification should indicate the last 4 digits of your identification number.
You will receive the SMS on the mobile phone number registered to your TraceTogether App or Token.","health risk warning, hrw"
I received a Health Risk Warning (HRW) via SMS. Can I claim compensation for the time lost at work due to self-isolation?,/questions/446,You cannot claim compensation for the time spent under Health Risk Warning (HRW).,isolation
WIll government pay allowance for self-isolation?,/questions/446,You cannot claim compensation for the time spent under Health Risk Warning (HRW).,isolation
Can I ask for compensation for HRW?,/questions/446,You cannot claim compensation for the time spent under Health Risk Warning (HRW).,hrw
Is there compensation if I serve HRW?,/questions/446,You cannot claim compensation for the time spent under Health Risk Warning (HRW).,hrw
I'm on Home Recovery. What should I do?,/questions/421,Click here  for more information about the Home Recovery Programme. https://www.covid.gov.sg/unwell/hrp,home recovery
Can I meet people in my home during Home Recovery?,/questions/421,Click here  for more information about the Home Recovery Programme. https://www.covid.gov.sg/unwell/hrp,home recovery
I am tested covid positive,/questions/421,Click here  for more information about the Home Recovery Programme. https://www.covid.gov.sg/unwell/hrp,covid
I have placed on the Home Recovery Programme. What can I expect?,/questions/421,Click here  for more information about the Home Recovery Programme. https://www.covid.gov.sg/unwell/hrp,home recovery
What is Home Recovery Programme?,/questions/421,Click here  for more information about the Home Recovery Programme. https://www.covid.gov.sg/unwell/hrp,home recovery
What is HRP?,/questions/421,Click here  for more information about the Home Recovery Programme. https://www.covid.gov.sg/unwell/hrp,hrp
What symptoms should I seek medical attention for?,/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",symptom
What are the COVID-19 symptoms?,/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",covid
"If I have prolonged spiking fever, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",fever
"If my cough worsen, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",cough
"If I have increasing muscle ache, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",muscle ache
"If my sore throat worsened, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397","covid, symptom"
Should I visit a doctor if I experience Covid symptoms?,/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397","doctor, covid, symptom"
"I have a diarrhoea, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",diarrhoea
"My symptions does not subside, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",symptom
When do I need to seek medical attention during Home Recovery?,/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",home recovery
"My SpO2 reading shows 93%, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",spo2
"My SpO2 reading shows 94%, what should I do?",/questions/431,"Prolonged spiking fever; Worsening of respiratory infection symptoms such as cough, sore throat, runny nose
Increasing muscle ache or tiredness; Diarrhoea 
If you have an oximeter, an SpO2 reading that stays in the range of 93% to 94% while you are at rest.
If you experience any of these symptoms, contact a telemedicine provider or a participating GP. 
Refer here for symptoms that require emergency help. https://ask.gov.sg/questions/397",spo2
Is frequent ART swabbing harmful to me?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Long term effects of ART swabbing?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Is ART swabbing dangerous?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Can I do too much ART swabbing in too little time?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Has ART Swabbing ever caused death?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
ART Swabbing safe for children?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
Can I do ART swabbing if I had recent facial surgery?,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
nose bleed during ART swab,/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
"If I had recent facial surgery, am I suitable to do ART?",/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.","ART, swab"
"If I always have frequent nose bleeds, am I suitable to do ART?",/questions/406,"Frequent swabbing will do no harm.
ART swabs are inserted at around 2cm into the nostril. However, if you have had recent facial surgery or frequent nose bleeds, you are advised to visit a licensed ART provider  to have a professional perform the ART for you.
If you are feeling unwell, please seek medical attention at your nearest Swab and Send Home (SASH) clinic. Please do not perform any ART self-testing if you are unwell.",ART
When should I seek emergency help? What symptoms should I look out for?,/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",symptom
What to do when Covid symptoms start?,/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest","covid, symptom"
When do I call 995 if I have covid?,/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest","covid, 995"
"I am short of breath, can you help me?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",
"I find it hard to breathe, what should I do next?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",
"My chest feels painful, shoud I go hospital now?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",hospital
"I have difficulty in breathing, what should I do?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",breathless
"My heart is beating very fast, what should I do?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",
"My SpO2 reading that stays below 92%, what should I do?",/questions/397,"If you experience any of these symptoms, call 995  immediately:
Shortness of breath or difficulty breathing; Chest pains or pressures on your chest; Palpitations (if your heart is beating very fast or pounding)
If you have an oximeter, an SpO2 reading that stays below 92% despite multiple readings taken while you are at rest",spo2
How will MOH check that I am isolated at home?,/questions/428,"You will receive phone calls or location verification requests from the MOH monitoring team during your isolation period.
For the safety of your household contacts and community, please strictly adhere to the Isolation Order.",MOH
How will MOH know I followed the rules?,/questions/428,"You will receive phone calls or location verification requests from the MOH monitoring team during your isolation period.
For the safety of your household contacts and community, please strictly adhere to the Isolation Order.",MOH
Will I be tracked by MOH during isolation period?,/questions/428,"You will receive phone calls or location verification requests from the MOH monitoring team during your isolation period.
For the safety of your household contacts and community, please strictly adhere to the Isolation Order.","MOH, isolation"
Will anyone check on me during isolation period?,/questions/428,"You will receive phone calls or location verification requests from the MOH monitoring team during your isolation period.
For the safety of your household contacts and community, please strictly adhere to the Isolation Order.",isolation
I was discharged from Community Care Facility (CCF) even though it’s been less than 10 days. Can I go out?,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.","care facility, CCF"
Can i meet my friends after my discharge,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",discharge
Is there anything to take note after discharge from hospital for Covid 19,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.","discharge, covid, hospital"
Can I go out after I recovered from Covid 19,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",covid
Can I leave my house after I am discharged from CCF?,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",CCF
How long should I avoid socialising after leaving CCF?,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",CCF
Can I dine out after I have discharged?,/questions/417,"While you are allowed to leave the house, please try to minimise social interactions for the next 7 days.",
When will I receive my PCR test results?,/questions/450,"You will receive your PCR test results via SMS within 2 days of the test.
You may also find your PCR test results in HealthHub. Click on Health eServices and login via SingPass.
The test results will usually be available within one to two days of your swab test.",PCR
How do I know my PCR test results,/questions/450,"You will receive your PCR test results via SMS within 2 days of the test.
You may also find your PCR test results in HealthHub. Click on Health eServices and login via SingPass.
The test results will usually be available within one to two days of your swab test.",PCR
How can I check my PCR test results,/questions/450,"You will receive your PCR test results via SMS within 2 days of the test.
You may also find your PCR test results in HealthHub. Click on Health eServices and login via SingPass.
The test results will usually be available within one to two days of your swab test.",PCR
How long will I receive the results of my PCR test,/questions/450,"You will receive your PCR test results via SMS within 2 days of the test.
You may also find your PCR test results in HealthHub. Click on Health eServices and login via SingPass.
The test results will usually be available within one to two days of your swab test.",PCR
I have yet to receive my Care Pack. What should I do?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
Is Care pack given to all Covid patients?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ","care pack, covid"
Who do I to contact to get the Care Pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
"I have covid and I need an oximeter, where can I find one?",/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",covid
What is inside a Care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
Who can receive a care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
Who is eligible to receive a care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
I am on Home Recovery but I have not received a care pack. Who should I contact?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ","home recovery, care pack"
I do not have a care pack,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
What is a care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
How to get a care pack?,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",care pack
I do not have an oximeter at home.,/questions/429,"The Care Pack is only delivered to you if you don't have an oximeter at home. The most important item in the Pack is an oximeter to monitor the oxygen saturation level in your blood. 
If you have not received the Care Pack and you do not have an oximeter at home, call your Home Recovery Buddy at 6874 4939 . ",oximeter
I have received a call from MOH saying that they are contacting me for contact tracing purposes. How do I verify if that is true?,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.","MOH, contact tracing"
Will MOH ask me for credit card details?,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.",MOH
How do I know if MOH call is real,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.",MOH
How do I know if MOH call is genuine,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.",MOH
What should I do if I suspect a MOH call is scam,/questions/476,"To verify the authenticity of a contact tracing call, you may wish to:
Take down the number which the caller is calling from.
Call the MOH COVID-19 General Enquiries Hotline at 1800 333 9999    and provide them the caller’s number.
Please note that MOH will not ask for your financial details when conducting tracing or divulge any details of confirmed cases. We will also not ask you to collect documents from us, unless you have existing business with MOH.","MOH, scam"
