Question,URL,Answer,keywords
Should I tell my boss if I am tested positive for Covid?,/questions/400,"If you have tested positive for COVID-19, you must self-isolate and work from home even if you are physically well.
Click here  to find out what to do when you test positive for COVID-19. https://www.covid.gov.sg/well-but-positive
If working from home is not possible, your employer should treat the period of absence as paid sick leave – either paid outpatient sick leave or paid hospitalisation leave, without requiring a medical certificate.
You should not be asked to take no-pay leave for the period of self-isolation. You may return to the workplace when you get a negative ART result after 72 hours.
You may refer to MOM's advisory here . https://www.mom.gov.sg/covid-19/advisory-on-work-and-leave-arrangements-for-employees-who-test-art-positive-but-are-physically-well","covid, tested positive"
Employer asked for PCR test result even though ART showed positive.,/questions/400,"If you have tested positive for COVID-19, you must self-isolate and work from home even if you are physically well.
Click here  to find out what to do when you test positive for COVID-19. https://www.covid.gov.sg/well-but-positive
If working from home is not possible, your employer should treat the period of absence as paid sick leave – either paid outpatient sick leave or paid hospitalisation leave, without requiring a medical certificate.
You should not be asked to take no-pay leave for the period of self-isolation. You may return to the workplace when you get a negative ART result after 72 hours.
You may refer to MOM's advisory here . https://www.mom.gov.sg/covid-19/advisory-on-work-and-leave-arrangements-for-employees-who-test-art-positive-but-are-physically-well","PCR, ART"
Work from home not allowed even though I am not feeling well.,/questions/400,"If you have tested positive for COVID-19, you must self-isolate and work from home even if you are physically well.
Click here  to find out what to do when you test positive for COVID-19. https://www.covid.gov.sg/well-but-positive
If working from home is not possible, your employer should treat the period of absence as paid sick leave – either paid outpatient sick leave or paid hospitalisation leave, without requiring a medical certificate.
You should not be asked to take no-pay leave for the period of self-isolation. You may return to the workplace when you get a negative ART result after 72 hours.
You may refer to MOM's advisory here . https://www.mom.gov.sg/covid-19/advisory-on-work-and-leave-arrangements-for-employees-who-test-art-positive-but-are-physically-well",work from home
My ART tested positive. Can I go back office to work?,/questions/400,"If you have tested positive for COVID-19, you must self-isolate and work from home even if you are physically well.
Click here  to find out what to do when you test positive for COVID-19. https://www.covid.gov.sg/well-but-positive
If working from home is not possible, your employer should treat the period of absence as paid sick leave – either paid outpatient sick leave or paid hospitalisation leave, without requiring a medical certificate.
You should not be asked to take no-pay leave for the period of self-isolation. You may return to the workplace when you get a negative ART result after 72 hours.
You may refer to MOM's advisory here . https://www.mom.gov.sg/covid-19/advisory-on-work-and-leave-arrangements-for-employees-who-test-art-positive-but-are-physically-well",ART
"For my self-isolation period, is it considered sick leave or no pay leave?",/questions/400,"If you have tested positive for COVID-19, you must self-isolate and work from home even if you are physically well.
Click here  to find out what to do when you test positive for COVID-19. https://www.covid.gov.sg/well-but-positive
If working from home is not possible, your employer should treat the period of absence as paid sick leave – either paid outpatient sick leave or paid hospitalisation leave, without requiring a medical certificate.
You should not be asked to take no-pay leave for the period of self-isolation. You may return to the workplace when you get a negative ART result after 72 hours.
You may refer to MOM's advisory here . https://www.mom.gov.sg/covid-19/advisory-on-work-and-leave-arrangements-for-employees-who-test-art-positive-but-are-physically-well","isolation, sick leave, no pay leave"
I am tested positve for covid. Will I get fired for not being able to work during my isolation period?,/questions/400,"If you have tested positive for COVID-19, you must self-isolate and work from home even if you are physically well.
Click here  to find out what to do when you test positive for COVID-19. https://www.covid.gov.sg/well-but-positive
If working from home is not possible, your employer should treat the period of absence as paid sick leave – either paid outpatient sick leave or paid hospitalisation leave, without requiring a medical certificate.
You should not be asked to take no-pay leave for the period of self-isolation. You may return to the workplace when you get a negative ART result after 72 hours.
You may refer to MOM's advisory here . https://www.mom.gov.sg/covid-19/advisory-on-work-and-leave-arrangements-for-employees-who-test-art-positive-but-are-physically-well","tested positive, isolation"
I received a Health Risk Warning (HRW). Can I go out?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",health risk warning
my parents are under home recovery. Can I go out?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",home recovery
I am issued Health Risk Warning. Can I go out?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",health risk warning
I received a Health Risk Warning (HRW) notification. What should I do?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw","HRW, health risk warning"
I received a HRW message. Should I be scared? What should I do?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",HRW
I got a Health Risk Warning message. How ah?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",health risk warning
What is health risk warning?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",health risk warning
Is health risk warning equivalent to quarantine order?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw","health risk warning, quarantine, quarantine order"
"I received a Health Risk Warning (HRW). Can I go out to buy food, see a doctor, or go to work or school?",/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",health risk warning
"Can I go out to buy food, see a doctor, or go to work or school if I have a HRW?",/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",HRW
"Can I go out to buy food, see a doctor, or go to work or school if I have a Health Risk Warning?",/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",health risk warning
Can I go out if I have a Health Risk Warning?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",health risk warning
Can I  meet ftiends if I have a Health Risk Warning?,/questions/443,"You received a Health Risk Warning (HRW) SMS as you are a close contact to a COVID-19 case, or living with someone who is under Home Recovery.
Should you need to leave your home over the next 7 days, you will need to take an ART self-test and test negative before you leave.
If at any time you test positive, follow the instructions for Protocol 2. https://www.covid.gov.sg/well-but-positive
Click here to find out what you need to do when you receive a HRW SMS. https://www.covid.gov.sg/exposed/hrw",health risk warning
Where will I be serving my Isolation Order if I am not suitable for the Home Recovery Programme?,/questions/414,"Depending on your medical condition, you may be serving your Isolation Order at one of the following types of facility:
- Community care facilities
- Hospital/national center for infectious disease
- Covid 19 Treatment Facilities

Please refer to https://ask.gov.sg/questions/414 for more details.","isolation, home recovery"
Where will I stay for isolation,/questions/414,"Depending on your medical condition, you may be serving your Isolation Order at one of the following types of facility:
- Community care facilities
- Hospital/national center for infectious disease
- Covid 19 Treatment Facilities

Please refer to https://ask.gov.sg/questions/414 for more details.",isolation
Where will I be sent for isolation,/questions/414,"Depending on your medical condition, you may be serving your Isolation Order at one of the following types of facility:
- Community care facilities
- Hospital/national center for infectious disease
- Covid 19 Treatment Facilities

Please refer to https://ask.gov.sg/questions/414 for more details.",isolation
My parents was tested positive for covid. Where will they be isolated?,/questions/414,"Depending on your medical condition, you may be serving your Isolation Order at one of the following types of facility:
- Community care facilities
- Hospital/national center for infectious disease
- Covid 19 Treatment Facilities

Please refer to https://ask.gov.sg/questions/414 for more details.","tested positive, covid"
My baby contracted covid. Where can he get treatment?,/questions/414,"Depending on your medical condition, you may be serving your Isolation Order at one of the following types of facility:
- Community care facilities
- Hospital/national center for infectious disease
- Covid 19 Treatment Facilities

Please refer to https://ask.gov.sg/questions/414 for more details.","covid, treatment"
I am pregnant and tested positive for covid.,/questions/414,"Depending on your medical condition, you may be serving your Isolation Order at one of the following types of facility:
- Community care facilities
- Hospital/national center for infectious disease
- Covid 19 Treatment Facilities

Please refer to https://ask.gov.sg/questions/414 for more details.","tested positive, covid"
How do I know where will I be serving my isolation,/questions/414,"Depending on your medical condition, you may be serving your Isolation Order at one of the following types of facility:
- Community care facilities
- Hospital/national center for infectious disease
- Covid 19 Treatment Facilities

Please refer to https://ask.gov.sg/questions/414 for more details.",isolation
"I am tested positive for Covid, where will I serve my isolation order if I am not eligible for HRP?",/questions/414,"Depending on your medical condition, you may be serving your Isolation Order at one of the following types of facility:
- Community care facilities
- Hospital/national center for infectious disease
- Covid 19 Treatment Facilities

Please refer to https://ask.gov.sg/questions/414 for more details.",isolation
"I am tested positive for Covid, where will I serve my isolation order if I am not eligible for Home Recovery Programme?",/questions/414,"Depending on your medical condition, you may be serving your Isolation Order at one of the following types of facility:
- Community care facilities
- Hospital/national center for infectious disease
- Covid 19 Treatment Facilities

Please refer to https://ask.gov.sg/questions/414 for more details.",home recovery
I have tested positive using ART and I don't feel well. What do I do?,/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview","ART, tested positive"
"I am feeling unwell, what should I do?",/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview",unwell
Symptoms of Covid-19,/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview","symptoms, covid"
"I feel breathless, what should I do?",/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview",breathless
"My chest feels painful, should I call for ambulance?",/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview",ambulance
When should I seek medical help for Covid 19?,/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview",covid
My symptoms worsen while serving home recovery.,/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview","symptoms, home recovery"
Can I call the ambulance if I suspect I have covid?,/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview","ambulance, covid"
When do I see a doctor if I have covid 19?,/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview","doctor, covid"
Should I see a doctor if I have fever?,/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview","doctor, fever"
Should I see a doctor if I have a slight cough?,/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview","doctor, slight cough"
Should I see a doctor if I have a sore throat?,/questions/454,"If you are unwell, e.g. with symptoms such as fever, cough, sore throat, breathlessness, see a doctor. 
If you test positive for COVID-19: Stay home and self-isolate.
You will either be placed on the Home Recovery Programme (HRP)  by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. https://www.covid.gov.sg/unwell/hrp
If you are fully vaccinated or aged 12 years or younger: Self-isolate for 10 days.
If you are unvaccinated: Self-isolate for 14 days.
You will be discharged after your respective isolation periods. There is no need for further tests. 
Click here for more on what to do if you are unwell. https://www.covid.gov.sg/unwell/overview","doctor, sore throat"
Should I disinfect my room or home after I have been isolated?,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",disinfect
How do I clean my room?,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",room
How do I disinfect my room?,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19","disinfect, room"
What disinfectants are suitable for disinfection?,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",disinfection
disinfecting service,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",
How to disinfect if my house got home recovery patient,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",disinfect
Hygiene for home recovery,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19","hygiene, home recovery"
How to clean house if there was confirmed case,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",confirmed case
what is deep cleaning?,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",deep cleaning
Where to buy disinfectant or cleaning agent?,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19","disinfectant, cleaning agent"
Can I use alcohol as disinfectant?,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",disinfectant
What is a good disinfectant?,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",disinfectant
Is dettol strong enough to disinfect my house?,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",disinfect
disinfectant recommendation,/questions/396,"Yes. Please refer to the following NEA guidelines:
Guidelines for Cleaning and Disinfection https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines
Guidelines for Environmental Cleaning and Disinfection in Residences That May Be Exposed to the COVID-19 Virus  https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-guidelines-for-environmental-cleaning-and-disinfection-in-residences
List of household disinfectants and self-disinfecting surface coating products against COVID-19 virus https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19",disinfectant
